;open;tile;name;size;stock;img;range;collection;uses;brochure;availability
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['25247', 'false', 'https://www.minoli.co.uk/tiles/cosmopolitan-amazzonite/', '25247', 'false', 'https://www.minoli.co.uk/tiles/cosmopolitan-amazzonite/', '25247', 'false', 'https://www.minoli.co.uk/tiles/cosmopolitan-amazzonite/', '25247', 'false', 'https://www.minoli.co.uk/tiles/cosmopolitan-amazzonite/', '25247', 'false', 'https://www.minoli.co.uk/tiles/cosmopolitan-amazzonite/', '25247', 'false', 'https://www.minoli.co.uk/tiles/cosmopolitan-amazzonite/', '25247', 'false', 'https://www.minoli.co.uk/tiles/cosmopolitan-amazzonite/', '25247', 'false', 'https://www.minoli.co.uk/tiles/cosmopolitan-amazzonite/', '25247', 'false', 'https://www.minoli.co.uk/tiles/cosmopolitan-amazzonite/', '25247', 'false', 'https://www.minoli.co.uk/tiles/cosmopolitan-amazzonite/'];['Cosmopolitan Amazzonite CP07 Lappato', 'Cosmopolitan Amazzonite CP07 Lappato', 'Cosmopolitan Amazzonite CP07 Lappato', 'Cosmopolitan Amazzonite CP07 Lappato', 'Cosmopolitan Amazzonite CP07 Lappato', 'Cosmopolitan Amazzonite CP07 Lappato', 'Cosmopolitan Amazzonite Mosaico 36T Lappato', 'Cosmopolitan Amazzonite Mosaico 144 Lappato', 'Cosmopolitan Amazzonite  Foliage Lappato', 'Cosmopolitan Amazzonite Plume Lappato'];['120/278 (6mm)', '120/240 (9mm)', '120/120 (9mm)', '80/160 (9mm)', '80/80 (9mm)', '60/120 (9 mm)', '30/30 (9 mm)', '30/30 (9 mm)', '32.3/30.5 (9 mm)', '30/30 (9 mm)'];['CMP1050', 'Non stock items - Approx 21-28 days', 'CMP1037', 'Non stock items - Approx 21-28 days', 'CMP1030', 'Non stock items - Approx 21-28 days', 'CMP1010', 'Non stock items - Approx 21-28 days', 'CMP1002', 'Please check stock availability at time of ordering', 'CMP1023', 'Non stock items - Approx 21-28 days', 'CMP1057', 'Non stock items - Approx 21-28 days', 'CMP1064', 'Non stock items - Approx 21-28 days', 'CMP1071', 'Non stock items - Approx 21-28 days', 'CMP1078', 'Non stock items - Approx 21-28 days'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan_0001_CP07_80x160_A_02-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan_0000_CP07_80x160_A_01-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan_CP07_120x278_A-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan_0000_CP07_80x160_A_01-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan_0002_CP07_80x80_5-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan_0001_CP07_80x160_A_02-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/11/Web_0022_Cosmopolitan_decoro_36T_CP07.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/11/Web_0015_Cosmopolitan_decoro_144T_CP07.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/11/Web_0007_Cosmopolitan_decoro_Foliage_CP07.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2020/11/Web_0000_Cosmopolitan_decoro_Plume_CP07.jpg'];['Cosmopolitan', 'https://www.minoli.co.uk/ranges/cosmopolitan/', 'Cosmopolitan', 'https://www.minoli.co.uk/ranges/cosmopolitan/', 'Cosmopolitan', 'https://www.minoli.co.uk/ranges/cosmopolitan/', 'Cosmopolitan', 'https://www.minoli.co.uk/ranges/cosmopolitan/', 'Cosmopolitan', 'https://www.minoli.co.uk/ranges/cosmopolitan/', 'Cosmopolitan', 'https://www.minoli.co.uk/ranges/cosmopolitan/', 'Cosmopolitan', 'https://www.minoli.co.uk/ranges/cosmopolitan/', 'Cosmopolitan', 'https://www.minoli.co.uk/ranges/cosmopolitan/', 'Cosmopolitan', 'https://www.minoli.co.uk/ranges/cosmopolitan/', 'Cosmopolitan', 'https://www.minoli.co.uk/ranges/cosmopolitan/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'false', 'false', 'false', 'false'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan-1.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan-1.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan-1.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan-1.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan-1.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan-1.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan-1.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan-1.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan-1.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Cosmopolitan-1.pdf'];['special-order', 'special-order', 'special-order', 'special-order', 'in-stock', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['25217', 'false', 'https://www.minoli.co.uk/tiles/flux-bone/', '25217', 'false', 'https://www.minoli.co.uk/tiles/flux-bone/', '25217', 'false', 'https://www.minoli.co.uk/tiles/flux-bone/'];['Flux Bone Matt', 'Flux Bone Outdoor', 'Flux Bone matt'];['60/60 (8 mm)', '60/60 (20 mm)', '30/60 (8 mm)'];['VC03631', 'Please check stock availability at time of ordering', 'VC03706', 'Please check stock availability at time of ordering', 'VC03633', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux_0001__Flux_Bone_60x60_RT_AL4U-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux_0001__Flux_Bone_60x60_RT_AL4U-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux-3060_0001__Flux_Bone_30x60_RT_AL4Y.jpg'];['Flux', 'https://www.minoli.co.uk/ranges/flux/', 'Flux', 'https://www.minoli.co.uk/ranges/flux/', 'Flux', 'https://www.minoli.co.uk/ranges/flux/'];['Core Collection', 'https://www.minoli.co.uk/collections/core-collection/', 'Core Collection', 'https://www.minoli.co.uk/collections/core-collection/', 'Core Collection', 'https://www.minoli.co.uk/collections/core-collection/'];['Wall/Floor', 'Outdoor', 'Wall/Floor'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux.pdf'];['in-stock', 'in-stock', 'in-stock']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['25232', 'false', 'https://www.minoli.co.uk/tiles/flux-concrete/', '25232', 'false', 'https://www.minoli.co.uk/tiles/flux-concrete/', '25232', 'false', 'https://www.minoli.co.uk/tiles/flux-concrete/'];['Flux Concrete Matt', 'Flux Concrete Outdoor', 'Flux Concrete Matt'];['60/60 (8mm)', '60/60 (20 mm)', '30/60 (8mm)'];['VC03630', 'Please check stock availability at time of ordering', 'VC03705', 'Please check stock availability at time of ordering', 'VC03632', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux_0000__Flux_Concrete_60x60_RT_AL4W-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux_0000__Flux_Concrete_60x60_RT_AL4W-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux-3060_0000__Flux_Concrete_30x60_RT_AL41.jpg'];['Flux', 'https://www.minoli.co.uk/ranges/flux/', 'Flux', 'https://www.minoli.co.uk/ranges/flux/', 'Flux', 'https://www.minoli.co.uk/ranges/flux/'];['Core Collection', 'https://www.minoli.co.uk/collections/core-collection/', 'Core Collection', 'https://www.minoli.co.uk/collections/core-collection/', 'Core Collection', 'https://www.minoli.co.uk/collections/core-collection/'];['Wall/Floor', 'Outdoor', 'Wall/Floor'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux.pdf', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Flux.pdf'];['in-stock', 'in-stock', 'in-stock']
0;['tilereveal-ajax'];['25212', 'false', 'https://www.minoli.co.uk/tiles/luminous-black/'];['Lume Black'];['6/24 (10mm)'];['VC03643', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous_0003_Luminous-Black_M6RP-copy-710x710.jpg'];['Luminous', 'https://www.minoli.co.uk/ranges/luminous/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous.pdf'];['in-stock']
0;['tilereveal-ajax'];['25213', 'false', 'https://www.minoli.co.uk/tiles/luminous-greige/'];['Lume Greige'];['6/24 (10mm)'];['VC03645', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous_0001_Luminous-Greige_M6RT-copy-710x710.jpg'];['Luminous', 'https://www.minoli.co.uk/ranges/luminous/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous.pdf'];['in-stock']
0;['tilereveal-ajax'];['25214', 'false', 'https://www.minoli.co.uk/tiles/luminous-musk/'];['Lume Musk'];['6/24 (10mm)'];['VC03644', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous_0000_Luminous-Musk_M6RS-copy-710x710.jpg'];['Luminous', 'https://www.minoli.co.uk/ranges/luminous/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous.pdf'];['in-stock']
0;['tilereveal-ajax'];['25215', 'false', 'https://www.minoli.co.uk/tiles/luminous-blue/'];['Lume Blue'];['6/24 (10mm)'];['VC03642', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous_0004_Luminous-Blue_M6RR-copy-710x710.jpg'];['Luminous', 'https://www.minoli.co.uk/ranges/luminous/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous.pdf'];['in-stock']
0;['tilereveal-ajax'];['25216', 'false', 'https://www.minoli.co.uk/tiles/luminous-green/'];['Lume Green'];['6/24 (10mm)'];['VC03641', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous_0002_Luminous-Green_M6RQ-copy-710x710.jpg'];['Luminous', 'https://www.minoli.co.uk/ranges/luminous/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous.pdf'];['in-stock']
0;['tilereveal-ajax'];['25191', 'false', 'https://www.minoli.co.uk/tiles/luminous-white/'];['Lume White'];['6/24 (10mm)'];['VC03640', 'Please check stock availability at time of ordering'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous_0005_Luminous-White_M6RN-copy-710x710.jpg'];['Luminous', 'https://www.minoli.co.uk/ranges/luminous/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Luminous.pdf'];['in-stock']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/', '24870', 'false', 'https://www.minoli.co.uk/tiles/blaze-corten/'];['Blaze Corten Matt', 'Blaze Corten Matt', 'Blaze Corten Outdoor', 'Blaze Corten Matt', 'Blaze Corten Polished', 'Blaze Corten Matt', 'Blaze Corten Lappato', 'Blaze Corten Matt', 'Blaze Corten Grip', 'Blaze Corten Outdoor ', 'Blaze Corten Mosaico Matt', 'Blaze Corten Mosaico Esagono Matt', 'Blaze Corten Mosaico Esagono Lappato'];['120/278 (6 mm)', '120/120 (9 mm)', '120/120 (20 mm)', '75/150 (9 mm)', '75/150 (9 mm)', '75/75 (9 mm)', '75/75 (9 mm)', '37.5/75 (9 mm)', '37.5/75 (9 mm)', '60/60 (20 mm)', '30/30', '35.2/30.5', '35.2/30.5'];['BLZ1022', 'None stock items - Approx 14-21 days', 'BLZ1019', 'None stock items - Approx 14-21 days', 'BLZ1026', 'None stock items - Approx 14-21 days', 'BLZ1013', 'None stock items - Approx 14-21 days', 'BLZ1016', 'None stock items - Approx 14-21 days', 'VC03715', 'Please check stock availability at time of ordering', 'BLZ1010', 'None stock items - Approx 14-21 days', 'VC03714', 'Please check stock availability at time of ordering', 'BLZ1004', 'None stock items - Approx 14-21 days', 'BLZ1025', 'None stock items - Approx 14-21 days', 'BLZ1033', 'None stock items - Approx 14-21 days', 'BLZ1030', 'None stock items - Approx 14-21 days', 'BLZ1027', 'None stock items - Approx 14-21 days'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Blaze-278_0000Blaze_Corten_120x278_Matte_AP08_1-710x306.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/feature_0001__Blaze_Corten_120x120_Matte_A05F_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/feature_0001__Blaze_Corten_120x120_Matte_A05F_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Blaze-150_0001_ABlaze_Corten_75x150_Polished_APOS_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Blaze-150_0001_ABlaze_Corten_75x150_Polished_APOS_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/feature_0001__Blaze_Corten_120x120_Matte_A05F_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/feature_0001__Blaze_Corten_120x120_Matte_A05F_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Blaze-150_0001_ABlaze_Corten_75x150_Polished_APOS_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Blaze-150_0001_ABlaze_Corten_75x150_Polished_APOS_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/feature_0001__Blaze_Corten_120x120_Matte_A05F_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/mosaico_0009Blaze_Corten_Mosaico_30x30_AOUY.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/mosaico_0016__Blaze_Corten_Esagono_352x305_A0UM.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/mosaico_0015_Blaze_Corten_Esagono_352x305_A0UM_R.jpg'];['Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor', 'Wall/Floor', 'Outdoor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Outdoor', 'false', 'false', 'false'];['false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false'];['special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'in-stock', 'special-order', 'in-stock', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order']
0;['tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax', 'tilereveal-ajax'];['24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/', '24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/', '24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/', '24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/', '24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/', '24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/', '24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/', '24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/', '24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/', '24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/', '24839', 'false', 'https://www.minoli.co.uk/tiles/blaze-aluminum/'];['Blaze Aluminium Matt', 'Blaze Aluminium Matt', 'Blaze Aluminium Matt', 'Blaze Aluminium Lappato', 'Blaze Aluminium Matt', 'Blaze Aluminium Lappato', 'Blaze Aluminium Matt', 'Blaze Aluminium Grip', 'Blaze Aluminium Mosaico Matt', 'Blaze Aluminium Esagono Matt', 'Blaze Aluminium Esagono Lappato'];['120/278 (6 mm)', '120/120 (9 mm)', '75/150 (9 mm)', '75/150 (9 mm)', '75/75 (9 mm)', '75/75 (9 mm)', '37.5/75 (9 mm)', '37.5/75 (9 mm)', '30/30', '35.2/30.5', '35.2/30.5'];['BLZ1023', 'None stock items - Approx 14-21 days', 'BLZ1020', 'None stock items - Approx 14-21 days', 'BLZ1014', 'None stock items - Approx 14-21 days', 'BLZ1017', 'None stock items - Approx 14-21 days', 'BLZ1008', 'None stock items - Approx 14-21 days', 'BLZ1011', 'None stock items - Approx 14-21 days', 'BLZ1002', 'None stock items - Approx 14-21 days', 'BLZ1005', 'None stock items - Approx 14-21 days', 'BLZ1034', 'None stock items - Approx 14-21 days', 'BLZ1031', 'None stock items - Approx 14-21 days', 'BLZ1028', 'None stock items - Approx 14-21 days'];['https://www.minoli.co.uk/wp-content/uploads/2019/12/Blaze-278_0002_AtlasConcorde_Blaze_Aluminium_120x278_Matte_AP07_1-710x306.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/feature_0002_Blaze_Aluminium_120x120_Matte_APPK_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Blaze-150_0000_Blaze_Aluminium_75x150_Polished_APOR_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Blaze-150_0000_Blaze_Aluminium_75x150_Polished_APOR_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/feature_0002_Blaze_Aluminium_120x120_Matte_APPK_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/feature_0002_Blaze_Aluminium_120x120_Matte_APPK_1-710x710.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Blaze-150_0000_Blaze_Aluminium_75x150_Polished_APOR_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/Blaze-150_0000_Blaze_Aluminium_75x150_Polished_APOR_1-710x355.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/mosaico_0010Blaze_Aluminium_Mosaico_30x30_AOUX.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/mosaico_0012_Blaze_Aluminium_Esagono_352x305_A0UL.jpg', 'https://www.minoli.co.uk/wp-content/uploads/2019/12/mosaico_0011Blaze_Aluminium_Esagono_352x305_A0UL_R.jpg'];['Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/', 'Blaze', 'https://www.minoli.co.uk/ranges/blaze/'];['Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/', 'Contemporary Collection', 'https://www.minoli.co.uk/collections/contemporary-essential/'];['Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'Wall/Floor', 'false', 'false', 'false'];['false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false'];['special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order', 'special-order']
